date,country,countryCode,province,city,confirmed,suspected,cured,dead,Days,net_confirmed
2020-01-29,中国,CN,Guangxi Zhuang Autonomous Region,Hechi,5,0,0,0,52,5
2020-01-29,中国,CN,Hainan,,46,0,1,1,52,44
2020-01-29,中国,CN,Hainan,Seaport,9,0,0,0,52,9
2020-01-29,中国,CN,Hainan,Sanya,14,0,0,0,52,14
2020-01-29,中国,CN,Hainan,Danzhou,5,0,0,0,52,5
2020-01-29,中国,CN,Hainan,Qionghai,3,0,0,0,52,3
2020-01-29,中国,CN,Hainan,Wanning,8,0,0,0,52,8
2020-01-29,中国,CN,Hainan,East,1,0,0,0,52,1
2020-01-29,中国,CN,Chongqing,,165,0,1,0,52,164
2020-01-29,中国,CN,Sichuan Province,,142,0,1,1,52,140
2020-01-29,中国,CN,Sichuan Province,Chengdu,59,0,0,0,52,59
2020-01-29,中国,CN,Sichuan Province,Zigong,7,0,0,0,52,7
2020-01-29,中国,CN,Sichuan Province,Luzhou,5,0,0,0,52,5
2020-01-29,中国,CN,Sichuan Province,Deyang,3,0,0,0,52,3
2020-01-29,中国,CN,Sichuan Province,Mianyang,9,0,0,0,52,9
2020-01-29,中国,CN,Sichuan Province,Guangyuan,3,0,0,0,52,3
2020-01-29,中国,CN,Sichuan Province,Suining,4,0,0,0,52,4
2020-01-29,中国,CN,Sichuan Province,Neijiang,4,0,0,0,52,4
2020-01-29,中国,CN,Sichuan Province,Leshan,2,0,0,0,52,2
2020-01-29,中国,CN,Sichuan Province,Nanchong,9,0,0,0,52,9
2020-01-29,中国,CN,Sichuan Province,Yibin,5,0,0,0,52,5
2020-01-29,中国,CN,Sichuan Province,Guang'an,9,0,0,0,52,9
2020-01-29,中国,CN,Sichuan Province,Florida,6,0,0,0,52,6
2020-01-29,中国,CN,Sichuan Province,Ya'an,2,0,0,0,52,2
2020-01-29,中国,CN,Sichuan Province,Bazhong,4,0,0,0,52,4
2020-01-29,中国,CN,Sichuan Province,Ziyang,2,0,0,0,52,2
2020-01-29,中国,CN,Guizhou Province,,12,6,1,0,52,11
2020-01-29,中国,CN,Guizhou Province,Guiyang,1,0,1,0,52,0
2020-01-29,中国,CN,Guizhou Province,Liupanshui,1,3,0,0,52,1
2020-01-29,中国,CN,Guizhou Province,Zunyi,1,3,0,0,52,1
2020-01-29,中国,CN,Guizhou Province,Bijie,1,0,0,0,52,1
2020-01-29,中国,CN,Guizhou Province,Tongren,2,0,0,0,52,2
2020-01-29,中国,CN,Yunnan Province,,70,191,0,0,52,70
2020-01-29,中国,CN,Yunnan Province,Kunming,21,0,0,0,52,21
2020-01-29,中国,CN,Yunnan Province,Qujing,5,0,0,0,52,5
2020-01-29,中国,CN,Yunnan Province,Yuxi,6,0,0,0,52,6
2020-01-29,中国,CN,Yunnan Province,Baoshan,5,0,0,0,52,5
2020-01-29,中国,CN,Yunnan Province,Zhaotong,4,0,0,0,52,4
2020-01-29,中国,CN,Yunnan Province,Lijiang,6,0,0,0,52,6
2020-01-29,中国,CN,Yunnan Province,Pu'er,3,0,0,0,52,3
2020-01-29,中国,CN,Tibet Autonomous Region,,1,0,0,0,52,1
2020-01-29,中国,CN,Tibet Autonomous Region,Lhasa,1,0,0,0,52,1
2020-01-29,中国,CN,Shaanxi Province,,63,116,0,0,52,63
2020-01-29,中国,CN,Shaanxi Province,Xi'an,22,0,0,0,52,22
2020-01-29,中国,CN,Shaanxi Province,Tongchuan,5,0,0,0,52,5
2020-01-29,中国,CN,Shaanxi Province,Baoji,4,0,0,0,52,4
2020-01-29,中国,CN,Shaanxi Province,Xianyang,5,0,0,0,52,5
2020-01-29,中国,CN,Shaanxi Province,Weinan,4,0,0,0,52,4
2020-01-29,中国,CN,Shaanxi Province,Hancheng,1,0,0,0,52,1
2020-01-29,中国,CN,Shaanxi Province,Yan'an,3,0,0,0,52,3
2020-01-29,中国,CN,Shaanxi Province,Hanzhong,6,0,0,0,52,6
2020-01-29,中国,CN,Shaanxi Province,Yulin,1,0,0,0,52,1
2020-01-29,中国,CN,Shaanxi Province,Good health,10,0,0,0,52,10
2020-01-29,中国,CN,Shaanxi Province,Shangluo,2,0,0,0,52,2
2020-01-29,中国,CN,Gansu province,,26,0,0,0,52,26
2020-01-29,中国,CN,Gansu province,Lanzhou,14,0,0,0,52,14
2020-01-29,中国,CN,Gansu province,Jinchang,1,0,0,0,52,1
2020-01-29,中国,CN,Gansu province,silver,1,0,0,0,52,1
2020-01-29,中国,CN,Gansu province,Tianshui,2,0,0,0,52,2
2020-01-29,中国,CN,Gansu province,Zhangye,2,0,0,0,52,2
2020-01-29,中国,CN,Gansu province,Pingliang,1,0,0,0,52,1
2020-01-29,中国,CN,Gansu province,Dingxi,2,0,0,0,52,2
2020-01-29,中国,CN,Gansu province,Longnan,1,0,0,0,52,1
2020-01-29,中国,CN,Qinghai Province,,6,1,0,0,52,6
2020-01-29,中国,CN,Qinghai Province,Xining,6,0,0,0,52,6
2020-01-29,中国,CN,Ningxia Hui Autonomous Region,,17,1,0,0,52,17
2020-01-29,中国,CN,Ningxia Hui Autonomous Region,Yinchuan,9,0,0,0,52,9
2020-01-29,中国,CN,Ningxia Hui Autonomous Region,Wuzhong,5,0,0,0,52,5
2020-01-29,中国,CN,Ningxia Hui Autonomous Region,Guyuan,1,0,0,0,52,1
2020-01-29,中国,CN,Ningxia Hui Autonomous Region,Zhongwei,1,1,0,0,52,1
2020-01-29,中国,CN,Xinjiang Uygur Autonomous Region,,14,0,0,0,52,14
2020-01-29,中国,CN,Xinjiang Uygur Autonomous Region,Shihezi eighth division,1,0,0,0,52,1
2020-01-29,中国,CN,Xinjiang Uygur Autonomous Region,Urumqi,7,0,0,0,52,7
2020-01-29,中国,CN,Xinjiang Uygur Autonomous Region,Turpan,1,0,0,0,52,1
2020-01-29,中国,CN,Taiwan,,8,0,0,0,52,8
2020-01-29,中国,CN,Hongkong,,10,0,0,0,52,10
2020-01-29,中国,CN,Macao,,7,0,0,0,52,7
2020-01-29,德国,DE,,,4,0,0,0,52,4
2020-01-29,法国,FR,,,4,0,0,0,52,4
2020-01-29,日本,JP,,,8,0,1,0,52,7
2020-01-29,韩国,KR,,,4,0,0,0,52,4
2020-01-29,斯里兰卡,LK,,,1,0,0,0,52,1
2020-01-29,马来西亚,MY,,,7,0,0,0,52,7
2020-01-29,尼泊尔,NP,,,1,0,0,0,52,1
2020-01-29,新加坡,SG,,,10,0,0,0,52,10
2020-01-29,泰国,TH,,,14,0,2,0,52,12
2020-01-29,美国,US,,,5,0,0,0,52,5
2020-01-29,越南,VN,,,2,0,0,0,52,2
2020-01-30,阿联酋,AE,,,4,0,0,0,53,4
2020-01-30,澳大利亚,AU,,,8,0,2,0,53,6
2020-01-30,加拿大,CA,,,3,0,0,0,53,3
2020-01-30,中国,CN,,,9692,15238,171,213,53,9308
2020-01-30,中国,CN,Beijing,,132,0,5,1,53,126
2020-01-30,中国,CN,Tianjin,,31,0,0,0,53,31
2020-01-30,中国,CN,Hebei Province,,82,78,0,1,53,81
2020-01-30,中国,CN,Hebei Province,Shijiazhuang,11,14,0,0,53,11
2020-01-30,中国,CN,Hebei Province,Tangshan,7,8,0,0,53,7
2020-01-30,中国,CN,Hebei Province,Qinhuangdao,0,11,0,0,53,0
2020-01-30,中国,CN,Hebei Province,Handan,7,0,0,0,53,7
2020-01-30,中国,CN,Hebei Province,Xingtai,7,6,0,0,53,7
2020-01-30,中国,CN,Hebei Province,Baoding,11,0,0,0,53,11
2020-01-30,中国,CN,Hebei Province,Zhangjiakou,6,8,0,0,53,6
2020-01-30,中国,CN,Hebei Province,Chengde,2,0,0,0,53,2
2020-01-30,中国,CN,Hebei Province,Cangzhou,18,1,0,1,53,17
2020-01-30,中国,CN,Hebei Province,Langfang,9,2,0,0,53,9
2020-01-30,中国,CN,Hebei Province,Hengshui,4,0,0,0,53,4
2020-01-30,中国,CN,Shanxi Province,,39,0,1,0,53,38
2020-01-30,中国,CN,Shanxi Province,Taiyuan,4,0,1,0,53,3
2020-01-30,中国,CN,Shanxi Province,Datong,5,0,0,0,53,5
2020-01-30,中国,CN,Shanxi Province,Yangquan,1,0,0,0,53,1
2020-01-30,中国,CN,Shanxi Province,Changzhi,3,0,0,0,53,3
2020-01-30,中国,CN,Shanxi Province,Shuozhou,3,0,0,0,53,3
2020-01-30,中国,CN,Shanxi Province,Jinzhong,9,0,0,0,53,9
2020-01-30,中国,CN,Shanxi Province,Yuncheng,8,0,0,0,53,8
2020-01-30,中国,CN,Shanxi Province,Linfen,1,0,0,0,53,1
2020-01-30,中国,CN,Shanxi Province,Luliang,5,0,0,0,53,5
2020-01-30,中国,CN,Inner Mongolia Autonomous Region,,20,1,0,0,53,20
2020-01-30,中国,CN,Inner Mongolia Autonomous Region,Hohhot,2,0,0,0,53,2
2020-01-30,中国,CN,Inner Mongolia Autonomous Region,Baotou,3,0,0,0,53,3
2020-01-30,中国,CN,Inner Mongolia Autonomous Region,Chifeng,2,0,0,0,53,2
2020-01-30,中国,CN,Inner Mongolia Autonomous Region,Tongliao,1,0,0,0,53,1
2020-01-30,中国,CN,Inner Mongolia Autonomous Region,Erdos,3,0,0,0,53,3
2020-01-30,中国,CN,Inner Mongolia Autonomous Region,Hulunbeier,2,0,0,0,53,2
2020-01-30,中国,CN,Inner Mongolia Autonomous Region,Bayannaoer,2,1,0,0,53,2
2020-01-30,中国,CN,Inner Mongolia Autonomous Region,Wulanchabu,2,0,0,0,53,2
2020-01-30,中国,CN,Liaoning Province,,45,0,1,0,53,44
2020-01-30,中国,CN,Liaoning Province,Shenyang,10,0,0,0,53,10
2020-01-30,中国,CN,Liaoning Province,Dalian,7,0,1,0,53,6
2020-01-30,中国,CN,Liaoning Province,Benxi,3,0,0,0,53,3
2020-01-30,中国,CN,Liaoning Province,Dandong,5,0,0,0,53,5
2020-01-30,中国,CN,Liaoning Province,Jinzhou,4,0,0,0,53,4
2020-01-30,中国,CN,Liaoning Province,Yingkou,1,0,0,0,53,1
2020-01-30,中国,CN,Liaoning Province,Liaoyang,1,0,0,0,53,1
2020-01-30,中国,CN,Liaoning Province,Panjin,3,0,0,0,53,3
2020-01-30,中国,CN,Liaoning Province,Tieling,2,0,0,0,53,2
2020-01-30,中国,CN,Liaoning Province,Sunny,5,0,0,0,53,5
2020-01-30,中国,CN,Liaoning Province,Huludao,4,0,0,0,53,4
2020-01-30,中国,CN,Jilin Province,,14,10,1,0,53,13
2020-01-30,中国,CN,Jilin Province,Changchun,4,0,1,0,53,3
2020-01-30,中国,CN,Jilin Province,Jilin,3,0,0,0,53,3
2020-01-30,中国,CN,Jilin Province,Siping,1,0,0,0,53,1
2020-01-30,中国,CN,Jilin Province,Gongzhuling,1,0,0,0,53,1
2020-01-30,中国,CN,Jilin Province,Tonghua,1,0,0,0,53,1
2020-01-30,中国,CN,Jilin Province,Matsubara,2,0,0,0,53,2
2020-01-30,中国,CN,Heilongjiang Province,,59,128,0,2,53,57
2020-01-30,中国,CN,Heilongjiang Province,Harbin,18,0,0,0,53,18
2020-01-30,中国,CN,Heilongjiang Province,Qiqihar,3,0,0,0,53,3
2020-01-30,中国,CN,Heilongjiang Province,Jixi,2,0,0,0,53,2
2020-01-30,中国,CN,Heilongjiang Province,Hegang,1,0,0,0,53,1
2020-01-30,中国,CN,Heilongjiang Province,Shuangyashan,1,0,0,0,53,1
2020-01-30,中国,CN,Heilongjiang Province,Daqing,7,0,0,0,53,7
2020-01-30,中国,CN,Heilongjiang Province,Jiamusi,8,0,0,0,53,8
2020-01-30,中国,CN,Heilongjiang Province,Qitaihe,3,0,0,0,53,3
2020-01-30,中国,CN,Heilongjiang Province,Mudanjiang,2,0,0,0,53,2
2020-01-30,中国,CN,Heilongjiang Province,Suihua,12,0,0,2,53,10
2020-01-30,中国,CN,Shanghai,,128,164,5,1,53,122
2020-01-30,中国,CN,Jiangsu Province,,168,0,2,0,53,166
2020-01-30,中国,CN,Jiangsu Province,Nanjing,25,0,0,0,53,25
2020-01-30,中国,CN,Jiangsu Province,Wuxi,12,0,0,0,53,12
2020-01-30,中国,CN,Jiangsu Province,Xuzhou,20,0,0,0,53,20
2020-01-30,中国,CN,Jiangsu Province,Changzhou,13,0,0,0,53,13
2020-01-30,中国,CN,Jiangsu Province,Suzhou,32,0,2,0,53,30
2020-01-30,中国,CN,Jiangsu Province,Nantong,10,0,0,0,53,10
2020-01-30,中国,CN,Jiangsu Province,Lianyungang,9,0,0,0,53,9
2020-01-30,中国,CN,Jiangsu Province,Huaian,10,0,0,0,53,10
2020-01-30,中国,CN,Jiangsu Province,Yancheng,8,0,0,0,53,8
2020-01-30,中国,CN,Jiangsu Province,Yangzhou,8,0,0,0,53,8
2020-01-30,中国,CN,Jiangsu Province,Zhenjiang,2,0,0,0,53,2
2020-01-30,中国,CN,Jiangsu Province,Taizhou,12,0,0,0,53,12
2020-01-30,中国,CN,Jiangsu Province,Suqian,7,0,0,0,53,7
2020-01-30,中国,CN,Zhejiang Province,,537,0,9,0,53,528
2020-01-30,中国,CN,Zhejiang Province,Hangzhou,85,0,0,0,53,85
2020-01-30,中国,CN,Zhejiang Province,Ningbo,46,0,0,0,53,46
2020-01-30,中国,CN,Zhejiang Province,Wenzhou,227,0,7,0,53,220
2020-01-30,中国,CN,Zhejiang Province,Jiaxing,16,0,0,0,53,16
2020-01-30,中国,CN,Zhejiang Province,Huzhou,6,0,0,0,53,6
2020-01-30,中国,CN,Zhejiang Province,Shaoxing,23,0,0,0,53,23
2020-01-30,中国,CN,Zhejiang Province,Jinhua,27,0,0,0,53,27
2020-01-30,中国,CN,Zhejiang Province,Quzhou,12,0,0,0,53,12
2020-01-30,中国,CN,Zhejiang Province,Zhoushan,7,0,1,0,53,6
2020-01-30,中国,CN,Zhejiang Province,Taizhou,81,0,0,0,53,81
2020-01-30,中国,CN,Zhejiang Province,Lishui,7,0,1,0,53,6
2020-01-30,中国,CN,Anhui Province,,237,70,3,0,53,234
2020-01-30,中国,CN,Anhui Province,Hefei,50,4,1,0,53,49
2020-01-30,中国,CN,Anhui Province,Wuhu,14,2,0,0,53,14
2020-01-30,中国,CN,Anhui Province,Bengbu,15,1,0,0,53,15
2020-01-30,中国,CN,Anhui Province,Huainan,6,0,0,0,53,6
2020-01-30,中国,CN,Anhui Province,Ma'anshan,14,5,0,0,53,14
2020-01-30,中国,CN,Anhui Province,Huaibei,2,2,0,0,53,2
2020-01-30,中国,CN,Anhui Province,Tongling,14,2,0,0,53,14
2020-01-30,中国,CN,Anhui Province,Anqing,18,26,0,0,53,18
2020-01-30,中国,CN,Anhui Province,Huangshan,9,0,0,0,53,9
2020-01-30,中国,CN,Anhui Province,Chuzhou,4,4,0,0,53,4
2020-01-30,中国,CN,Anhui Province,Fuyang,38,1,0,0,53,38
2020-01-30,中国,CN,Anhui Province,Suzhou,10,2,0,0,53,10
2020-01-30,中国,CN,Anhui Province,Lu'an,9,10,1,0,53,8
2020-01-30,中国,CN,Anhui Province,Bozhou,20,7,1,0,53,19
2020-01-30,中国,CN,Anhui Province,Chizhou,4,0,0,0,53,4
2020-01-30,中国,CN,Anhui Province,Xuancheng,4,0,0,0,53,4
2020-01-30,中国,CN,Fujian Province,,120,116,0,0,53,120
2020-01-30,中国,CN,Fujian Province,Fuzhou,32,46,0,0,53,32
2020-01-30,中国,CN,Fujian Province,Xiamen,13,7,0,0,53,13
2020-01-30,中国,CN,Fujian Province,Putian,22,19,0,0,53,22
2020-01-30,中国,CN,Fujian Province,Sanming,10,10,0,0,53,10
2020-01-30,中国,CN,Fujian Province,Quanzhou,22,7,0,0,53,22
2020-01-30,中国,CN,Fujian Province,Zhangzhou,8,5,0,0,53,8
2020-01-30,中国,CN,Fujian Province,Nanping,3,14,0,0,53,3
2020-01-30,中国,CN,Fujian Province,Longyan,1,2,0,0,53,1
2020-01-30,中国,CN,Fujian Province,Ningde,9,5,0,0,53,9
2020-01-30,中国,CN,Jiangxi,,240,0,7,0,53,233
2020-01-30,中国,CN,Jiangxi,Nanchang,67,0,1,0,53,66
2020-01-30,中国,CN,Jiangxi,Jingdezhen,3,0,1,0,53,2
2020-01-30,中国,CN,Jiangxi,Pingxiang,8,0,1,0,53,7
2020-01-30,中国,CN,Jiangxi,Jiujiang,42,0,0,0,53,42
2020-01-30,中国,CN,Jiangxi,Xinyu,28,0,2,0,53,26
2020-01-30,中国,CN,Jiangxi,Yingtan,4,0,0,0,53,4
2020-01-30,中国,CN,Jiangxi,Ganzhou,27,0,0,0,53,27
2020-01-30,中国,CN,Jiangxi,Ji'an,8,0,1,0,53,7
2020-01-30,中国,CN,Jiangxi,Yichun,26,0,0,0,53,26
2020-01-30,中国,CN,Jiangxi,Fuzhou,15,0,0,0,53,15
2020-01-30,中国,CN,Jiangxi,Shangrao,12,0,1,0,53,11
2020-01-30,中国,CN,Shandong Province,,178,90,2,0,53,176
2020-01-30,中国,CN,Shandong Province,Jinan,16,10,0,0,53,16
2020-01-30,中国,CN,Shandong Province,Qingdao,21,36,1,0,53,20
2020-01-30,中国,CN,Shandong Province,Zibo,8,2,0,0,53,8
2020-01-30,中国,CN,Shandong Province,Zaozhuang,9,7,0,0,53,9
2020-01-30,中国,CN,Shandong Province,Yantai,18,0,0,0,53,18
2020-01-30,中国,CN,Shandong Province,Weifang,8,1,0,0,53,8
2020-01-30,中国,CN,Shandong Province,Jining,8,2,0,0,53,8
2020-01-30,中国,CN,Shandong Province,Tai'an,3,8,0,0,53,3
2020-01-30,中国,CN,Shandong Province,Weihai,19,3,0,0,53,19
2020-01-30,中国,CN,Shandong Province,sunshine,9,0,0,0,53,9
2020-01-30,中国,CN,Shandong Province,Linyi,20,2,0,0,53,20
2020-01-30,中国,CN,Shandong Province,Texas,16,3,1,0,53,15
2020-01-30,中国,CN,Shandong Province,Liaocheng,7,3,0,0,53,7
2020-01-30,中国,CN,Shandong Province,Binzhou,9,1,0,0,53,9
2020-01-30,中国,CN,Shandong Province,Heze,7,12,0,0,53,7
2020-01-30,中国,CN,Henan Province,,352,4,3,2,53,347
2020-01-30,中国,CN,Henan Province,Changyuan,2,0,0,0,53,2
2020-01-30,中国,CN,Henan Province,Zhengzhou,50,0,0,0,53,50
2020-01-30,中国,CN,Henan Province,Kaifeng,6,0,0,0,53,6
2020-01-30,中国,CN,Henan Province,Luoyang,3,0,0,0,53,3
2020-01-30,中国,CN,Henan Province,Pingdingshan,10,0,0,0,53,10
2020-01-30,中国,CN,Henan Province,Anyang,20,0,0,0,53,20
2020-01-30,中国,CN,Henan Province,Hebi,6,0,0,0,53,6
2020-01-30,中国,CN,Henan Province,Xinxiang,15,0,0,0,53,15
2020-01-30,中国,CN,Henan Province,Jiaozuo,2,0,0,0,53,2
2020-01-30,中国,CN,Henan Province,Puyang,3,0,0,0,53,3
2020-01-30,中国,CN,Henan Province,Xuchang,8,0,0,0,53,8
2020-01-30,中国,CN,Henan Province,Luohe,13,0,0,0,53,13
2020-01-30,中国,CN,Henan Province,Sanmenxia,6,0,0,0,53,6
2020-01-30,中国,CN,Henan Province,Nanyang,61,0,0,1,53,60
2020-01-30,中国,CN,Henan Province,Shangqiu,27,0,0,0,53,27
2020-01-30,中国,CN,Henan Province,Yongcheng,4,0,0,0,53,4
2020-01-30,中国,CN,Henan Province,Xinyang,49,0,0,0,53,49
2020-01-30,中国,CN,Henan Province,Zhoukou,36,0,0,0,53,36
2020-01-30,中国,CN,Henan Province,Zhumadian,30,0,0,0,53,30
2020-01-30,中国,CN,Hubei Province,,5806,0,116,204,53,5486
2020-01-30,中国,CN,Hubei Province,Wuhan,2639,0,0,159,53,2480
2020-01-30,中国,CN,Hubei Province,Yellowstone,168,0,0,1,53,167
2020-01-30,中国,CN,Hubei Province,Shiyan,150,0,0,0,53,150
2020-01-30,中国,CN,Hubei Province,Yichang,167,0,0,1,53,166
2020-01-30,中国,CN,Hubei Province,Xiangyang,286,0,0,0,53,286
2020-01-30,中国,CN,Hubei Province,Ezhou,189,0,0,6,53,183
2020-01-30,中国,CN,Hubei Province,Jingmen,227,0,0,5,53,222
2020-01-30,中国,CN,Hubei Province,Xiaogan,541,0,0,9,53,532
2020-01-30,中国,CN,Hubei Province,Jingzhou,221,0,0,3,53,218
2020-01-30,中国,CN,Hubei Province,Huanggang,573,0,0,12,53,561
2020-01-30,中国,CN,Hubei Province,Xianning,166,0,0,0,53,166
2020-01-30,中国,CN,Hubei Province,Suizhou,228,0,0,0,53,228
2020-01-30,中国,CN,Hubei Province,Xiantao,90,0,0,1,53,89
2020-01-30,中国,CN,Hubei Province,Qianjiang,12,0,0,1,53,11
2020-01-30,中国,CN,Hubei Province,Tianmen,67,0,0,6,53,61
2020-01-30,中国,CN,Hunan Province,,332,0,2,0,53,330
2020-01-30,中国,CN,Hunan Province,Changsha,68,0,1,0,53,67
2020-01-30,中国,CN,Hunan Province,Zhuzhou,19,0,0,0,53,19
2020-01-30,中国,CN,Hunan Province,Xiangtan,10,0,0,0,53,10
2020-01-30,中国,CN,Hunan Province,Hengyang,25,0,0,0,53,25
2020-01-30,中国,CN,Hunan Province,Shaoyang,36,0,0,0,53,36
2020-01-30,中国,CN,Hunan Province,Yueyang,37,0,0,0,53,37
2020-01-30,中国,CN,Hunan Province,Changde,37,0,0,0,53,37
2020-01-30,中国,CN,Hunan Province,Zhangjiajie,1,0,0,0,53,1
2020-01-30,中国,CN,Hunan Province,Yiyang,20,0,0,0,53,20
2020-01-30,中国,CN,Hunan Province,Chenzhou,12,0,1,0,53,11
2020-01-30,中国,CN,Hunan Province,Yongzhou,16,0,0,0,53,16
2020-01-30,中国,CN,Hunan Province,Huaihua,26,0,0,0,53,26
2020-01-30,中国,CN,Hunan Province,Loudi,20,0,0,0,53,20
2020-01-30,中国,CN,Guangdong Province,,393,0,9,0,53,384
2020-01-30,中国,CN,Guangdong Province,Canton,106,0,0,0,53,106
2020-01-30,中国,CN,Guangdong Province,Shaoguan,4,0,0,0,53,4
2020-01-30,中国,CN,Guangdong Province,Shenzhen,110,0,2,0,53,108
2020-01-30,中国,CN,Guangdong Province,Zhuhai,26,0,0,0,53,26
2020-01-30,中国,CN,Guangdong Province,Shantou,12,0,0,0,53,12
2020-01-30,中国,CN,Guangdong Province,Foshan,32,0,0,0,53,32
2020-01-30,中国,CN,Guangdong Province,Jiangmen,1,0,0,0,53,1
2020-01-30,中国,CN,Guangdong Province,Zhanjiang,11,0,0,0,53,11
2020-01-30,中国,CN,Guangdong Province,Maoming,3,0,0,0,53,3
2020-01-30,中国,CN,Guangdong Province,Zhaoqing,6,0,0,0,53,6
2020-01-30,中国,CN,Guangdong Province,Huizhou,17,0,0,0,53,17
2020-01-30,中国,CN,Guangdong Province,Meizhou,5,0,0,0,53,5
2020-01-30,中国,CN,Guangdong Province,Shanwei,3,0,0,0,53,3
2020-01-30,中国,CN,Guangdong Province,Heyuan,1,0,0,0,53,1
2020-01-30,中国,CN,Guangdong Province,Yangjiang,10,0,0,0,53,10
2020-01-30,中国,CN,Guangdong Province,Qingyuan,6,0,0,0,53,6
2020-01-30,中国,CN,Guangdong Province,Dongguan,16,0,0,0,53,16
2020-01-30,中国,CN,Guangdong Province,Zhongshan,18,0,0,0,53,18
2020-01-30,中国,CN,Guangdong Province,Jieyang,6,0,0,0,53,6
2020-01-30,中国,CN,Guangxi Zhuang Autonomous Region,,87,0,2,0,53,85
2020-01-30,中国,CN,Guangxi Zhuang Autonomous Region,Nanning,16,0,0,0,53,16
2020-01-30,中国,CN,Guangxi Zhuang Autonomous Region,Liuzhou,11,0,0,0,53,11
2020-01-30,中国,CN,Guangxi Zhuang Autonomous Region,Guilin,18,0,0,0,53,18
2020-01-30,中国,CN,Guangxi Zhuang Autonomous Region,Wuzhou,4,0,1,0,53,3
2020-01-30,中国,CN,Guangxi Zhuang Autonomous Region,North Sea,17,0,0,0,53,17
2020-01-30,中国,CN,Guangxi Zhuang Autonomous Region,Fangchenggang,7,0,1,0,53,6
2020-01-30,中国,CN,Guangxi Zhuang Autonomous Region,Qinzhou,1,0,0,0,53,1
2020-01-30,中国,CN,Guangxi Zhuang Autonomous Region,Yulin,4,0,0,0,53,4
2020-01-30,中国,CN,Guangxi Zhuang Autonomous Region,Baise,2,0,0,0,53,2
2020-01-30,中国,CN,Guangxi Zhuang Autonomous Region,Hezhou,1,0,0,0,53,1
2020-01-30,中国,CN,Guangxi Zhuang Autonomous Region,Hechi,6,0,0,0,53,6
2020-01-30,中国,CN,Hainan,,49,0,1,1,53,47
2020-01-30,中国,CN,Hainan,Seaport,9,0,0,0,53,9
2020-01-30,中国,CN,Hainan,Sanya,14,0,0,0,53,14
2020-01-30,中国,CN,Hainan,Danzhou,5,0,0,0,53,5
2020-01-30,中国,CN,Hainan,Qionghai,4,0,0,0,53,4
2020-01-30,中国,CN,Hainan,Wanning,8,0,0,0,53,8
2020-01-30,中国,CN,Hainan,East,1,0,0,0,53,1
2020-01-30,中国,CN,Chongqing,,206,0,1,0,53,205
2020-01-30,中国,CN,Sichuan Province,,177,0,1,1,53,175
2020-01-30,中国,CN,Sichuan Province,Chengdu,69,0,0,0,53,69
2020-01-30,中国,CN,Sichuan Province,Zigong,9,0,0,0,53,9
2020-01-30,中国,CN,Sichuan Province,Panzhihua,1,0,0,0,53,1
2020-01-30,中国,CN,Sichuan Province,Luzhou,5,0,0,0,53,5
2020-01-30,中国,CN,Sichuan Province,Deyang,7,0,0,0,53,7
2020-01-30,中国,CN,Sichuan Province,Mianyang,11,0,0,0,53,11
2020-01-30,中国,CN,Sichuan Province,Guangyuan,2,0,0,0,53,2
2020-01-30,中国,CN,Sichuan Province,Suining,5,0,0,0,53,5
2020-01-30,中国,CN,Sichuan Province,Neijiang,6,0,0,0,53,6
2020-01-30,中国,CN,Sichuan Province,Leshan,2,0,0,0,53,2
2020-01-30,中国,CN,Sichuan Province,Nanchong,11,0,0,0,53,11
2020-01-30,中国,CN,Sichuan Province,Yibin,7,0,0,0,53,7
2020-01-30,中国,CN,Sichuan Province,Guang'an,13,0,0,0,53,13
2020-01-30,中国,CN,Sichuan Province,Florida,8,0,0,0,53,8
2020-01-30,中国,CN,Sichuan Province,Ya'an,3,0,0,0,53,3
2020-01-30,中国,CN,Sichuan Province,Bazhong,5,0,0,0,53,5
2020-01-30,中国,CN,Sichuan Province,Ziyang,2,0,0,0,53,2
2020-01-30,中国,CN,Guizhou Province,,15,61,1,0,53,14
2020-01-30,中国,CN,Guizhou Province,Guiyang,1,0,1,0,53,0
2020-01-30,中国,CN,Guizhou Province,Liupanshui,4,0,0,0,53,4
2020-01-30,中国,CN,Guizhou Province,Zunyi,1,0,0,0,53,1
2020-01-30,中国,CN,Guizhou Province,Bijie,1,0,0,0,53,1
2020-01-30,中国,CN,Guizhou Province,Tongren,2,0,0,0,53,2
2020-01-30,中国,CN,Yunnan Province,,80,236,0,0,53,80
2020-01-30,中国,CN,Yunnan Province,Kunming,24,0,0,0,53,24
2020-01-30,中国,CN,Yunnan Province,Qujing,5,0,0,0,53,5
2020-01-30,中国,CN,Yunnan Province,Yuxi,6,0,0,0,53,6
2020-01-30,中国,CN,Yunnan Province,Baoshan,6,0,0,0,53,6
2020-01-30,中国,CN,Yunnan Province,Zhaotong,4,0,0,0,53,4
2020-01-30,中国,CN,Yunnan Province,Lijiang,6,0,0,0,53,6
2020-01-30,中国,CN,Yunnan Province,Pu'er,4,0,0,0,53,4
2020-01-30,中国,CN,Tibet Autonomous Region,,1,0,0,0,53,1
2020-01-30,中国,CN,Tibet Autonomous Region,Lhasa,1,0,0,0,53,1
2020-01-30,中国,CN,Shaanxi Province,,87,132,0,0,53,87
2020-01-30,中国,CN,Shaanxi Province,Xi'an,32,0,0,0,53,32
